max_depth,criterion,max_features,class_weight,n_estimators,ccp_alpha,accuracy,precision,recall,f1_score,roc_auc
7,entropy,0.8,balanced,240,0.001,0.878,0.855,0.877,0.866,0.948
7,entropy,0.8,balanced,240,0.01,0.856,0.814,0.878,0.845,0.931
7,entropy,0.8,balanced_subsample,240,0.0,0.883,0.863,0.877,0.87,0.951
7,entropy,0.8,balanced_subsample,240,0.001,0.878,0.854,0.879,0.866,0.948
7,entropy,0.8,balanced_subsample,240,0.01,0.858,0.816,0.883,0.848,0.931
7,entropy,0.8,,240,0.0,0.882,0.862,0.877,0.869,0.951
7,entropy,0.8,,240,0.001,0.878,0.856,0.876,0.866,0.948
7,entropy,0.8,,240,0.01,0.86,0.819,0.882,0.849,0.931
9,entropy,sqrt,balanced,240,0.0,0.885,0.865,0.879,0.872,0.952
9,entropy,sqrt,balanced,240,0.001,0.881,0.856,0.883,0.869,0.95
9,entropy,sqrt,balanced,240,0.01,0.871,0.841,0.878,0.859,0.942
9,entropy,sqrt,balanced_subsample,240,0.0,0.885,0.866,0.879,0.872,0.952
9,entropy,sqrt,balanced_subsample,240,0.001,0.881,0.855,0.882,0.869,0.95
9,entropy,sqrt,balanced_subsample,240,0.01,0.872,0.843,0.876,0.859,0.942
9,entropy,sqrt,,240,0.0,0.885,0.866,0.878,0.872,0.952
9,entropy,sqrt,,240,0.001,0.88,0.856,0.881,0.868,0.95
9,entropy,sqrt,,240,0.01,0.872,0.84,0.883,0.861,0.944
9,entropy,log2,balanced,240,0.0,0.885,0.867,0.877,0.872,0.952
9,entropy,log2,balanced,240,0.001,0.88,0.854,0.884,0.869,0.95
9,entropy,log2,balanced,240,0.01,0.872,0.843,0.877,0.86,0.943
9,entropy,log2,balanced_subsample,240,0.0,0.885,0.866,0.878,0.872,0.952
9,entropy,log2,balanced_subsample,240,0.001,0.881,0.856,0.883,0.869,0.95
9,entropy,log2,balanced_subsample,240,0.01,0.868,0.84,0.871,0.855,0.941
9,entropy,log2,,240,0.0,0.885,0.867,0.877,0.872,0.952
9,entropy,log2,,240,0.001,0.88,0.855,0.882,0.868,0.949
9,entropy,log2,,240,0.01,0.869,0.843,0.871,0.857,0.941
9,entropy,,balanced,240,0.0,0.885,0.868,0.877,0.873,0.952
9,entropy,,balanced,240,0.001,0.879,0.855,0.878,0.867,0.949
9,entropy,,balanced,240,0.01,0.855,0.81,0.883,0.845,0.931
9,entropy,,balanced_subsample,240,0.0,0.885,0.868,0.877,0.873,0.952
9,entropy,,balanced_subsample,240,0.001,0.879,0.855,0.879,0.867,0.949
9,entropy,,balanced_subsample,240,0.01,0.852,0.805,0.884,0.843,0.931
9,entropy,,,240,0.0,0.885,0.867,0.878,0.873,0.953
9,entropy,,,240,0.001,0.879,0.857,0.878,0.867,0.949
9,entropy,,,240,0.01,0.852,0.805,0.885,0.843,0.931
9,entropy,0.5,balanced,240,0.0,0.885,0.866,0.879,0.872,0.952
9,entropy,0.5,balanced,240,0.001,0.879,0.854,0.879,0.867,0.949
9,entropy,0.5,balanced,240,0.01,0.865,0.834,0.873,0.853,0.934
9,entropy,0.5,balanced_subsample,240,0.0,0.885,0.867,0.878,0.872,0.952
9,entropy,0.5,balanced_subsample,240,0.001,0.879,0.855,0.879,0.867,0.949
9,entropy,0.5,balanced_subsample,240,0.01,0.863,0.83,0.872,0.85,0.934
9,entropy,0.5,,240,0.0,0.885,0.866,0.878,0.872,0.952
9,entropy,0.5,,240,0.001,0.879,0.853,0.881,0.867,0.949
9,entropy,0.5,,240,0.01,0.862,0.832,0.867,0.849,0.934
9,entropy,0.8,balanced,240,0.0,0.885,0.868,0.878,0.873,0.952
9,entropy,0.8,balanced,240,0.001,0.879,0.855,0.878,0.866,0.948
9,entropy,0.8,balanced,240,0.01,0.853,0.805,0.887,0.844,0.931
9,entropy,0.8,balanced_subsample,240,0.0,0.885,0.868,0.878,0.873,0.953
9,entropy,0.8,balanced_subsample,240,0.001,0.879,0.855,0.879,0.867,0.949
9,entropy,0.8,balanced_subsample,240,0.01,0.858,0.817,0.88,0.847,0.931
9,entropy,0.8,,240,0.0,0.885,0.868,0.878,0.873,0.952
9,entropy,0.8,,240,0.001,0.879,0.855,0.879,0.866,0.949
9,entropy,0.8,,240,0.01,0.86,0.823,0.877,0.849,0.931
11,entropy,sqrt,balanced,240,0.0,0.886,0.869,0.877,0.873,0.953
11,entropy,sqrt,balanced,240,0.001,0.881,0.855,0.884,0.869,0.95
11,entropy,sqrt,balanced,240,0.01,0.873,0.845,0.877,0.861,0.943
11,entropy,sqrt,balanced_subsample,240,0.0,0.886,0.869,0.877,0.873,0.953
11,entropy,sqrt,balanced_subsample,240,0.001,0.881,0.854,0.885,0.869,0.95
11,entropy,sqrt,balanced_subsample,240,0.01,0.873,0.843,0.879,0.861,0.943
11,entropy,sqrt,,240,0.0,0.886,0.869,0.877,0.873,0.953
11,entropy,sqrt,,240,0.001,0.881,0.854,0.884,0.869,0.95
11,entropy,sqrt,,240,0.01,0.872,0.843,0.879,0.861,0.943
11,entropy,log2,balanced,240,0.0,0.886,0.869,0.877,0.873,0.953
11,entropy,log2,balanced,240,0.001,0.88,0.854,0.882,0.868,0.949
11,entropy,log2,balanced,240,0.01,0.872,0.846,0.873,0.859,0.943
11,entropy,log2,balanced_subsample,240,0.0,0.886,0.869,0.877,0.873,0.953
11,entropy,log2,balanced_subsample,240,0.001,0.881,0.855,0.884,0.869,0.95
11,entropy,log2,balanced_subsample,240,0.01,0.87,0.835,0.884,0.859,0.943
11,entropy,log2,,240,0.0,0.885,0.869,0.876,0.873,0.953
11,entropy,log2,,240,0.001,0.88,0.853,0.884,0.869,0.95
11,entropy,log2,,240,0.01,0.871,0.843,0.876,0.859,0.943
11,entropy,,balanced,240,0.0,0.886,0.871,0.876,0.873,0.953
11,entropy,,balanced,240,0.001,0.879,0.856,0.878,0.867,0.949
11,entropy,,balanced,240,0.01,0.856,0.81,0.887,0.847,0.931
11,entropy,,balanced_subsample,240,0.0,0.886,0.871,0.876,0.873,0.953
11,entropy,,balanced_subsample,240,0.001,0.88,0.856,0.879,0.867,0.949
11,entropy,,balanced_subsample,240,0.01,0.855,0.807,0.888,0.846,0.931
11,entropy,,,240,0.0,0.886,0.871,0.876,0.873,0.953
11,entropy,,,240,0.001,0.879,0.856,0.878,0.867,0.949
11,entropy,,,240,0.01,0.854,0.808,0.886,0.845,0.931
11,entropy,0.5,balanced,240,0.0,0.886,0.87,0.876,0.873,0.953
11,entropy,0.5,balanced,240,0.001,0.879,0.853,0.881,0.867,0.949
11,entropy,0.5,balanced,240,0.01,0.865,0.831,0.875,0.853,0.934
11,entropy,0.5,balanced_subsample,240,0.0,0.886,0.87,0.876,0.873,0.953
11,entropy,0.5,balanced_subsample,240,0.001,0.879,0.853,0.881,0.867,0.949
11,entropy,0.5,balanced_subsample,240,0.01,0.865,0.833,0.874,0.853,0.935
11,entropy,0.5,,240,0.0,0.886,0.871,0.876,0.873,0.953
11,entropy,0.5,,240,0.001,0.879,0.853,0.881,0.867,0.949
11,entropy,0.5,,240,0.01,0.864,0.834,0.87,0.852,0.934
11,entropy,0.8,balanced,240,0.0,0.886,0.871,0.875,0.873,0.953
11,entropy,0.8,balanced,240,0.001,0.879,0.855,0.879,0.867,0.949
11,entropy,0.8,balanced,240,0.01,0.853,0.809,0.88,0.843,0.931
11,entropy,0.8,balanced_subsample,240,0.0,0.886,0.871,0.876,0.873,0.953
11,entropy,0.8,balanced_subsample,240,0.001,0.878,0.854,0.879,0.866,0.948
11,entropy,0.8,balanced_subsample,240,0.01,0.852,0.806,0.882,0.842,0.931
11,entropy,0.8,,240,0.0,0.886,0.871,0.875,0.873,0.953
11,entropy,0.8,,240,0.001,0.879,0.854,0.88,0.867,0.949
11,entropy,0.8,,240,0.01,0.86,0.821,0.878,0.849,0.931
3,log_loss,sqrt,balanced,240,0.0,0.876,0.861,0.862,0.861,0.945
3,log_loss,sqrt,balanced,240,0.001,0.874,0.86,0.858,0.859,0.944
3,log_loss,sqrt,balanced,240,0.01,0.872,0.853,0.863,0.858,0.943
3,log_loss,sqrt,balanced_subsample,240,0.0,0.873,0.859,0.858,0.859,0.943
3,log_loss,sqrt,balanced_subsample,240,0.001,0.874,0.863,0.856,0.859,0.944
3,log_loss,sqrt,balanced_subsample,240,0.01,0.874,0.858,0.863,0.86,0.944
3,log_loss,sqrt,,240,0.0,0.872,0.847,0.872,0.859,0.943
3,log_loss,sqrt,,240,0.001,0.874,0.856,0.863,0.86,0.944
3,log_loss,sqrt,,240,0.01,0.872,0.855,0.86,0.858,0.942
3,log_loss,log2,balanced,240,0.0,0.876,0.857,0.869,0.863,0.945
3,log_loss,log2,balanced,240,0.001,0.875,0.858,0.865,0.862,0.944
3,log_loss,log2,balanced,240,0.01,0.873,0.851,0.868,0.859,0.943
3,log_loss,log2,balanced_subsample,240,0.0,0.875,0.856,0.867,0.862,0.945
3,log_loss,log2,balanced_subsample,240,0.001,0.874,0.86,0.858,0.859,0.944
3,log_loss,log2,balanced_subsample,240,0.01,0.871,0.855,0.859,0.857,0.943
3,log_loss,log2,,240,0.0,0.874,0.86,0.859,0.859,0.944
3,log_loss,log2,,240,0.001,0.872,0.859,0.854,0.856,0.943
3,log_loss,log2,,240,0.01,0.87,0.858,0.852,0.855,0.941
3,log_loss,,balanced,240,0.0,0.861,0.844,0.846,0.845,0.929
3,log_loss,,balanced,240,0.001,0.86,0.842,0.847,0.845,0.929
3,log_loss,,balanced,240,0.01,0.851,0.82,0.855,0.837,0.928
3,log_loss,,balanced_subsample,240,0.0,0.858,0.834,0.851,0.843,0.929
3,log_loss,,balanced_subsample,240,0.001,0.862,0.841,0.853,0.847,0.929
3,log_loss,,balanced_subsample,240,0.01,0.854,0.825,0.855,0.84,0.928
3,log_loss,,,240,0.0,0.858,0.838,0.847,0.842,0.929
3,log_loss,,,240,0.001,0.858,0.835,0.851,0.843,0.929
3,log_loss,,,240,0.01,0.85,0.821,0.85,0.836,0.928
3,log_loss,0.5,balanced,240,0.0,0.865,0.851,0.847,0.849,0.935
3,log_loss,0.5,balanced,240,0.001,0.863,0.843,0.853,0.848,0.934
3,log_loss,0.5,balanced,240,0.01,0.86,0.836,0.856,0.846,0.932
3,log_loss,0.5,balanced_subsample,240,0.0,0.864,0.844,0.853,0.849,0.934
3,log_loss,0.5,balanced_subsample,240,0.001,0.865,0.847,0.851,0.849,0.934
3,log_loss,0.5,balanced_subsample,240,0.01,0.861,0.839,0.854,0.847,0.933
3,log_loss,0.5,,240,0.0,0.863,0.844,0.851,0.848,0.934
3,log_loss,0.5,,240,0.001,0.862,0.841,0.855,0.848,0.934
3,log_loss,0.5,,240,0.01,0.863,0.844,0.852,0.848,0.933
3,log_loss,0.8,balanced,240,0.0,0.864,0.847,0.849,0.848,0.93
3,log_loss,0.8,balanced,240,0.001,0.859,0.842,0.844,0.843,0.929
3,log_loss,0.8,balanced,240,0.01,0.849,0.821,0.849,0.835,0.928
3,log_loss,0.8,balanced_subsample,240,0.0,0.861,0.84,0.851,0.846,0.929
3,log_loss,0.8,balanced_subsample,240,0.001,0.859,0.836,0.853,0.844,0.929
3,log_loss,0.8,balanced_subsample,240,0.01,0.845,0.809,0.858,0.833,0.928
3,log_loss,0.8,,240,0.0,0.853,0.83,0.845,0.838,0.929
3,log_loss,0.8,,240,0.001,0.86,0.841,0.847,0.844,0.929
3,log_loss,0.8,,240,0.01,0.859,0.833,0.856,0.844,0.929
5,log_loss,sqrt,balanced,240,0.0,0.879,0.859,0.872,0.866,0.948
5,log_loss,sqrt,balanced,240,0.001,0.879,0.856,0.877,0.866,0.948
5,log_loss,sqrt,balanced,240,0.01,0.872,0.842,0.879,0.86,0.943
5,log_loss,sqrt,balanced_subsample,240,0.0,0.879,0.856,0.876,0.866,0.948
5,log_loss,sqrt,balanced_subsample,240,0.001,0.878,0.858,0.873,0.865,0.947
5,log_loss,sqrt,balanced_subsample,240,0.01,0.871,0.843,0.873,0.858,0.942
5,log_loss,sqrt,,240,0.0,0.879,0.856,0.878,0.867,0.948
5,log_loss,sqrt,,240,0.001,0.879,0.859,0.873,0.866,0.948
5,log_loss,sqrt,,240,0.01,0.874,0.847,0.877,0.861,0.944
5,log_loss,log2,balanced,240,0.0,0.879,0.859,0.874,0.866,0.948
5,log_loss,log2,balanced,240,0.001,0.878,0.857,0.875,0.866,0.948
5,log_loss,log2,balanced,240,0.01,0.872,0.843,0.877,0.86,0.943
5,log_loss,log2,balanced_subsample,240,0.0,0.88,0.859,0.875,0.867,0.948
5,log_loss,log2,balanced_subsample,240,0.001,0.878,0.856,0.875,0.866,0.948
5,log_loss,log2,balanced_subsample,240,0.01,0.872,0.845,0.875,0.86,0.943
5,log_loss,log2,,240,0.0,0.879,0.858,0.875,0.866,0.949
5,log_loss,log2,,240,0.001,0.88,0.859,0.875,0.867,0.948
5,log_loss,log2,,240,0.01,0.872,0.846,0.874,0.859,0.942
5,log_loss,,balanced,240,0.0,0.874,0.854,0.865,0.86,0.944
5,log_loss,,balanced,240,0.001,0.873,0.852,0.868,0.86,0.944
5,log_loss,,balanced,240,0.01,0.859,0.818,0.881,0.849,0.931
5,log_loss,,balanced_subsample,240,0.0,0.873,0.854,0.864,0.859,0.944
5,log_loss,,balanced_subsample,240,0.001,0.874,0.854,0.868,0.861,0.944
5,log_loss,,balanced_subsample,240,0.01,0.85,0.8,0.885,0.841,0.93
5,log_loss,,,240,0.0,0.874,0.853,0.869,0.861,0.944
5,log_loss,,,240,0.001,0.874,0.854,0.865,0.86,0.944
5,log_loss,,,240,0.01,0.855,0.81,0.885,0.846,0.931
5,log_loss,0.5,balanced,240,0.0,0.876,0.857,0.869,0.863,0.945
5,log_loss,0.5,balanced,240,0.001,0.875,0.856,0.867,0.861,0.945
5,log_loss,0.5,balanced,240,0.01,0.864,0.837,0.863,0.85,0.934
5,log_loss,0.5,balanced_subsample,240,0.0,0.875,0.853,0.872,0.863,0.945
5,log_loss,0.5,balanced_subsample,240,0.001,0.875,0.853,0.871,0.862,0.945
5,log_loss,0.5,balanced_subsample,240,0.01,0.863,0.831,0.872,0.851,0.934
5,log_loss,0.5,,240,0.0,0.875,0.854,0.87,0.862,0.945
5,log_loss,0.5,,240,0.001,0.875,0.853,0.871,0.862,0.945
5,log_loss,0.5,,240,0.01,0.865,0.834,0.871,0.852,0.934
5,log_loss,0.8,balanced,240,0.0,0.873,0.852,0.869,0.86,0.944
5,log_loss,0.8,balanced,240,0.001,0.874,0.854,0.867,0.86,0.944
5,log_loss,0.8,balanced,240,0.01,0.856,0.816,0.876,0.845,0.931
5,log_loss,0.8,balanced_subsample,240,0.0,0.874,0.853,0.868,0.86,0.944
5,log_loss,0.8,balanced_subsample,240,0.001,0.873,0.851,0.869,0.86,0.944
5,log_loss,0.8,balanced_subsample,240,0.01,0.859,0.82,0.878,0.848,0.931
5,log_loss,0.8,,240,0.0,0.874,0.854,0.867,0.861,0.944
5,log_loss,0.8,,240,0.001,0.874,0.852,0.869,0.861,0.944
5,log_loss,0.8,,240,0.01,0.858,0.817,0.882,0.848,0.931
7,log_loss,sqrt,balanced,240,0.0,0.882,0.863,0.877,0.87,0.951
7,log_loss,sqrt,balanced,240,0.001,0.88,0.856,0.88,0.868,0.949
7,log_loss,sqrt,balanced,240,0.01,0.871,0.844,0.874,0.859,0.942
7,log_loss,sqrt,balanced_subsample,240,0.0,0.882,0.862,0.877,0.87,0.951
7,log_loss,sqrt,balanced_subsample,240,0.001,0.88,0.857,0.88,0.868,0.949
7,log_loss,sqrt,balanced_subsample,240,0.01,0.868,0.839,0.874,0.856,0.942
7,log_loss,sqrt,,240,0.0,0.882,0.863,0.877,0.87,0.951
7,log_loss,sqrt,,240,0.001,0.881,0.858,0.879,0.868,0.95
7,log_loss,sqrt,,240,0.01,0.872,0.84,0.881,0.86,0.942
7,log_loss,log2,balanced,240,0.0,0.882,0.862,0.877,0.869,0.951
7,log_loss,log2,balanced,240,0.001,0.88,0.857,0.878,0.868,0.949
7,log_loss,log2,balanced,240,0.01,0.87,0.84,0.878,0.858,0.942
7,log_loss,log2,balanced_subsample,240,0.0,0.883,0.863,0.878,0.87,0.951
7,log_loss,log2,balanced_subsample,240,0.001,0.881,0.858,0.879,0.868,0.95
7,log_loss,log2,balanced_subsample,240,0.01,0.87,0.841,0.876,0.858,0.943
7,log_loss,log2,,240,0.0,0.883,0.864,0.876,0.87,0.951
7,log_loss,log2,,240,0.001,0.879,0.856,0.879,0.867,0.949
7,log_loss,log2,,240,0.01,0.874,0.848,0.875,0.861,0.942
7,log_loss,,balanced,240,0.0,0.882,0.862,0.877,0.87,0.951
7,log_loss,,balanced,240,0.001,0.879,0.856,0.877,0.866,0.948
7,log_loss,,balanced,240,0.01,0.853,0.805,0.886,0.844,0.931
7,log_loss,,balanced_subsample,240,0.0,0.883,0.863,0.877,0.87,0.951
7,log_loss,,balanced_subsample,240,0.001,0.879,0.855,0.877,0.866,0.948
7,log_loss,,balanced_subsample,240,0.01,0.85,0.8,0.886,0.841,0.93
7,log_loss,,,240,0.0,0.882,0.863,0.877,0.87,0.951
7,log_loss,,,240,0.001,0.879,0.856,0.877,0.866,0.948
7,log_loss,,,240,0.01,0.858,0.813,0.886,0.848,0.931
7,log_loss,0.5,balanced,240,0.0,0.881,0.861,0.877,0.869,0.95
7,log_loss,0.5,balanced,240,0.001,0.878,0.854,0.877,0.865,0.948
7,log_loss,0.5,balanced,240,0.01,0.863,0.832,0.871,0.851,0.934
7,log_loss,0.5,balanced_subsample,240,0.0,0.882,0.862,0.877,0.869,0.95
7,log_loss,0.5,balanced_subsample,240,0.001,0.878,0.854,0.878,0.866,0.948
7,log_loss,0.5,balanced_subsample,240,0.01,0.864,0.834,0.87,0.852,0.935
7,log_loss,0.5,,240,0.0,0.881,0.861,0.878,0.869,0.95
7,log_loss,0.5,,240,0.001,0.877,0.853,0.878,0.865,0.948
7,log_loss,0.5,,240,0.01,0.865,0.835,0.872,0.853,0.934
7,log_loss,0.8,balanced,240,0.0,0.882,0.862,0.877,0.869,0.951
7,log_loss,0.8,balanced,240,0.001,0.878,0.855,0.877,0.866,0.948
7,log_loss,0.8,balanced,240,0.01,0.859,0.815,0.885,0.849,0.931
7,log_loss,0.8,balanced_subsample,240,0.0,0.882,0.862,0.877,0.87,0.951
7,log_loss,0.8,balanced_subsample,240,0.001,0.878,0.855,0.877,0.866,0.948
7,log_loss,0.8,balanced_subsample,240,0.01,0.856,0.813,0.881,0.846,0.931
7,log_loss,0.8,,240,0.0,0.882,0.862,0.877,0.869,0.951
7,log_loss,0.8,,240,0.001,0.879,0.856,0.876,0.866,0.948
7,log_loss,0.8,,240,0.01,0.857,0.814,0.884,0.847,0.931
9,log_loss,sqrt,balanced,240,0.0,0.885,0.867,0.878,0.872,0.952
9,log_loss,sqrt,balanced,240,0.001,0.88,0.855,0.882,0.868,0.95
9,log_loss,sqrt,balanced,240,0.01,0.873,0.843,0.879,0.861,0.943
9,log_loss,sqrt,balanced_subsample,240,0.0,0.885,0.867,0.879,0.873,0.952
9,log_loss,sqrt,balanced_subsample,240,0.001,0.88,0.855,0.882,0.869,0.95
9,log_loss,sqrt,balanced_subsample,240,0.01,0.873,0.846,0.876,0.861,0.943
9,log_loss,sqrt,,240,0.0,0.885,0.866,0.878,0.872,0.952
9,log_loss,sqrt,,240,0.001,0.88,0.854,0.884,0.868,0.95
9,log_loss,sqrt,,240,0.01,0.873,0.848,0.874,0.861,0.943
9,log_loss,log2,balanced,240,0.0,0.885,0.866,0.878,0.872,0.952
9,log_loss,log2,balanced,240,0.001,0.88,0.856,0.882,0.868,0.95
9,log_loss,log2,balanced,240,0.01,0.873,0.841,0.882,0.861,0.943
9,log_loss,log2,balanced_subsample,240,0.0,0.885,0.867,0.877,0.872,0.952
9,log_loss,log2,balanced_subsample,240,0.001,0.88,0.855,0.882,0.869,0.95
9,log_loss,log2,balanced_subsample,240,0.01,0.869,0.839,0.876,0.857,0.942
9,log_loss,log2,,240,0.0,0.885,0.867,0.877,0.872,0.952
9,log_loss,log2,,240,0.001,0.88,0.854,0.883,0.868,0.95
9,log_loss,log2,,240,0.01,0.871,0.846,0.872,0.859,0.942
9,log_loss,,balanced,240,0.0,0.886,0.868,0.878,0.873,0.953
9,log_loss,,balanced,240,0.001,0.879,0.856,0.878,0.867,0.949
9,log_loss,,balanced,240,0.01,0.853,0.804,0.887,0.843,0.931
9,log_loss,,balanced_subsample,240,0.0,0.885,0.868,0.878,0.873,0.952
9,log_loss,,balanced_subsample,240,0.001,0.879,0.855,0.879,0.867,0.949
9,log_loss,,balanced_subsample,240,0.01,0.853,0.804,0.887,0.844,0.93
9,log_loss,,,240,0.0,0.885,0.868,0.878,0.873,0.952
9,log_loss,,,240,0.001,0.879,0.856,0.879,0.867,0.949
9,log_loss,,,240,0.01,0.855,0.806,0.889,0.846,0.931
9,log_loss,0.5,balanced,240,0.0,0.885,0.867,0.878,0.873,0.952
9,log_loss,0.5,balanced,240,0.001,0.878,0.853,0.88,0.867,0.949
9,log_loss,0.5,balanced,240,0.01,0.865,0.832,0.876,0.853,0.935
9,log_loss,0.5,balanced_subsample,240,0.0,0.885,0.866,0.878,0.872,0.952
9,log_loss,0.5,balanced_subsample,240,0.001,0.878,0.853,0.88,0.866,0.949
9,log_loss,0.5,balanced_subsample,240,0.01,0.865,0.836,0.869,0.852,0.935
9,log_loss,0.5,,240,0.0,0.885,0.866,0.878,0.872,0.952
9,log_loss,0.5,,240,0.001,0.878,0.853,0.88,0.866,0.949
9,log_loss,0.5,,240,0.01,0.864,0.833,0.87,0.851,0.934
9,log_loss,0.8,balanced,240,0.0,0.885,0.866,0.879,0.872,0.952
9,log_loss,0.8,balanced,240,0.001,0.879,0.854,0.88,0.867,0.949
9,log_loss,0.8,balanced,240,0.01,0.861,0.823,0.879,0.85,0.931
9,log_loss,0.8,balanced_subsample,240,0.0,0.886,0.868,0.878,0.873,0.952
9,log_loss,0.8,balanced_subsample,240,0.001,0.879,0.855,0.878,0.867,0.949
9,log_loss,0.8,balanced_subsample,240,0.01,0.859,0.819,0.88,0.848,0.931
9,log_loss,0.8,,240,0.0,0.885,0.868,0.878,0.873,0.952
9,log_loss,0.8,,240,0.001,0.879,0.856,0.877,0.867,0.949
9,log_loss,0.8,,240,0.01,0.863,0.827,0.879,0.852,0.931
11,log_loss,sqrt,balanced,240,0.0,0.886,0.869,0.876,0.873,0.953
11,log_loss,sqrt,balanced,240,0.001,0.88,0.854,0.883,0.868,0.95
11,log_loss,sqrt,balanced,240,0.01,0.873,0.847,0.875,0.861,0.943
11,log_loss,sqrt,balanced_subsample,240,0.0,0.886,0.87,0.876,0.873,0.953
11,log_loss,sqrt,balanced_subsample,240,0.001,0.88,0.855,0.883,0.869,0.95
11,log_loss,sqrt,balanced_subsample,240,0.01,0.873,0.848,0.873,0.86,0.942
11,log_loss,sqrt,,240,0.0,0.886,0.869,0.877,0.873,0.953
11,log_loss,sqrt,,240,0.001,0.881,0.856,0.882,0.869,0.95
11,log_loss,sqrt,,240,0.01,0.872,0.843,0.877,0.86,0.942
11,log_loss,log2,balanced,240,0.0,0.886,0.869,0.876,0.873,0.953
11,log_loss,log2,balanced,240,0.001,0.881,0.856,0.883,0.87,0.95
11,log_loss,log2,balanced,240,0.01,0.87,0.839,0.878,0.858,0.942
11,log_loss,log2,balanced_subsample,240,0.0,0.886,0.869,0.877,0.873,0.953
11,log_loss,log2,balanced_subsample,240,0.001,0.881,0.854,0.884,0.869,0.95
11,log_loss,log2,balanced_subsample,240,0.01,0.871,0.844,0.874,0.859,0.941
11,log_loss,log2,,240,0.0,0.886,0.869,0.877,0.873,0.953
11,log_loss,log2,,240,0.001,0.88,0.854,0.885,0.869,0.95
11,log_loss,log2,,240,0.01,0.871,0.843,0.876,0.859,0.942
11,log_loss,,balanced,240,0.0,0.886,0.872,0.875,0.873,0.953
11,log_loss,,balanced,240,0.001,0.879,0.856,0.879,0.867,0.949
11,log_loss,,balanced,240,0.01,0.855,0.81,0.883,0.845,0.931
11,log_loss,,balanced_subsample,240,0.0,0.886,0.872,0.875,0.873,0.953
11,log_loss,,balanced_subsample,240,0.001,0.879,0.855,0.878,0.867,0.949
11,log_loss,,balanced_subsample,240,0.01,0.857,0.81,0.888,0.847,0.931
11,log_loss,,,240,0.0,0.886,0.871,0.876,0.873,0.953
11,log_loss,,,240,0.001,0.879,0.856,0.878,0.867,0.949
11,log_loss,,,240,0.01,0.853,0.806,0.884,0.843,0.93
11,log_loss,0.5,balanced,240,0.0,0.886,0.87,0.876,0.873,0.953
11,log_loss,0.5,balanced,240,0.001,0.878,0.853,0.88,0.866,0.948
11,log_loss,0.5,balanced,240,0.01,0.865,0.833,0.875,0.853,0.934
11,log_loss,0.5,balanced_subsample,240,0.0,0.886,0.869,0.877,0.873,0.953
11,log_loss,0.5,balanced_subsample,240,0.001,0.879,0.853,0.881,0.867,0.948
11,log_loss,0.5,balanced_subsample,240,0.01,0.861,0.825,0.875,0.849,0.934
11,log_loss,0.5,,240,0.0,0.886,0.87,0.876,0.873,0.953
11,log_loss,0.5,,240,0.001,0.878,0.853,0.881,0.867,0.949
11,log_loss,0.5,,240,0.01,0.865,0.83,0.877,0.853,0.935
11,log_loss,0.8,balanced,240,0.0,0.886,0.871,0.875,0.873,0.953
11,log_loss,0.8,balanced,240,0.001,0.879,0.855,0.879,0.867,0.949
11,log_loss,0.8,balanced,240,0.01,0.859,0.82,0.879,0.849,0.931
11,log_loss,0.8,balanced_subsample,240,0.0,0.886,0.87,0.876,0.873,0.953
11,log_loss,0.8,balanced_subsample,240,0.001,0.879,0.855,0.879,0.867,0.948
11,log_loss,0.8,balanced_subsample,240,0.01,0.855,0.812,0.88,0.845,0.931
11,log_loss,0.8,,240,0.0,0.886,0.871,0.876,0.873,0.953
11,log_loss,0.8,,240,0.001,0.879,0.855,0.878,0.867,0.948
11,log_loss,0.8,,240,0.01,0.857,0.813,0.883,0.847,0.931
