max_depth,criterian,splitter,max_features,class_weight_o,class_weight_1,ccp_alpha,accuracy,precision,recall,f1_score,roc_auc
7,entropy,best,0.5,2,4,0.0,0.862,0.806,0.91,0.855,0.943
7,entropy,best,0.5,2,4,0.001,0.858,0.803,0.904,0.851,0.934
7,entropy,best,0.5,2,4,0.01,0.823,0.756,0.895,0.819,0.912
7,entropy,best,0.5,3,6,0.0,0.859,0.797,0.917,0.853,0.941
7,entropy,best,0.5,3,6,0.001,0.853,0.801,0.892,0.844,0.933
7,entropy,best,0.5,3,6,0.01,0.83,0.787,0.849,0.817,0.9
7,entropy,best,0.5,4,8,0.0,0.861,0.809,0.902,0.853,0.941
7,entropy,best,0.5,4,8,0.001,0.858,0.806,0.899,0.85,0.935
7,entropy,best,0.5,4,8,0.01,0.812,0.736,0.904,0.812,0.895
7,entropy,best,0.5,5,10,0.0,0.859,0.799,0.914,0.853,0.943
7,entropy,best,0.5,5,10,0.001,0.861,0.82,0.884,0.851,0.932
7,entropy,best,0.5,5,10,0.01,0.826,0.766,0.881,0.82,0.9
7,entropy,random,sqrt,1,2,0.0,0.755,0.674,0.878,0.763,0.855
7,entropy,random,sqrt,1,2,0.001,0.798,0.725,0.884,0.797,0.904
7,entropy,random,sqrt,1,2,0.01,0.785,0.711,0.875,0.785,0.879
7,entropy,random,sqrt,2,4,0.0,0.833,0.788,0.859,0.822,0.913
7,entropy,random,sqrt,2,4,0.001,0.834,0.769,0.899,0.829,0.907
7,entropy,random,sqrt,2,4,0.01,0.777,0.682,0.942,0.791,0.855
7,entropy,random,sqrt,3,6,0.0,0.816,0.742,0.903,0.815,0.906
7,entropy,random,sqrt,3,6,0.001,0.829,0.769,0.883,0.822,0.915
7,entropy,random,sqrt,3,6,0.01,0.741,0.648,0.924,0.761,0.849
7,entropy,random,sqrt,4,8,0.0,0.835,0.764,0.916,0.833,0.928
7,entropy,random,sqrt,4,8,0.001,0.833,0.768,0.899,0.828,0.913
7,entropy,random,sqrt,4,8,0.01,0.769,0.672,0.945,0.785,0.877
7,entropy,random,sqrt,5,10,0.0,0.839,0.775,0.903,0.834,0.92
7,entropy,random,sqrt,5,10,0.001,0.83,0.782,0.86,0.819,0.91
7,entropy,random,sqrt,5,10,0.01,0.766,0.668,0.952,0.785,0.883
7,entropy,random,log2,1,2,0.0,0.849,0.807,0.872,0.838,0.921
7,entropy,random,log2,1,2,0.001,0.843,0.81,0.849,0.829,0.91
7,entropy,random,log2,1,2,0.01,0.805,0.75,0.847,0.796,0.876
7,entropy,random,log2,2,4,0.0,0.85,0.804,0.879,0.84,0.915
7,entropy,random,log2,2,4,0.001,0.819,0.755,0.882,0.814,0.906
7,entropy,random,log2,2,4,0.01,0.813,0.774,0.823,0.798,0.867
7,entropy,random,log2,3,6,0.0,0.818,0.749,0.893,0.815,0.902
7,entropy,random,log2,3,6,0.001,0.82,0.764,0.866,0.812,0.907
7,entropy,random,log2,3,6,0.01,0.797,0.729,0.873,0.794,0.874
7,entropy,random,log2,4,8,0.0,0.836,0.787,0.87,0.826,0.913
7,entropy,random,log2,4,8,0.001,0.84,0.785,0.885,0.832,0.915
7,entropy,random,log2,4,8,0.01,0.81,0.756,0.851,0.801,0.869
7,entropy,random,log2,5,10,0.0,0.83,0.778,0.869,0.821,0.912
7,entropy,random,log2,5,10,0.001,0.822,0.756,0.888,0.817,0.908
7,entropy,random,log2,5,10,0.01,0.792,0.74,0.823,0.78,0.833
7,entropy,random,,1,2,0.0,0.851,0.789,0.91,0.845,0.938
7,entropy,random,,1,2,0.001,0.846,0.78,0.914,0.842,0.931
7,entropy,random,,1,2,0.01,0.829,0.776,0.869,0.82,0.9
7,entropy,random,,2,4,0.0,0.859,0.806,0.903,0.852,0.941
7,entropy,random,,2,4,0.001,0.836,0.773,0.899,0.831,0.929
7,entropy,random,,2,4,0.01,0.831,0.8,0.831,0.815,0.9
7,entropy,random,,3,6,0.0,0.857,0.797,0.913,0.851,0.941
7,entropy,random,,3,6,0.001,0.849,0.782,0.919,0.845,0.935
7,entropy,random,,3,6,0.01,0.813,0.738,0.904,0.813,0.889
7,entropy,random,,4,8,0.0,0.856,0.796,0.913,0.851,0.939
7,entropy,random,,4,8,0.001,0.837,0.758,0.935,0.837,0.934
7,entropy,random,,4,8,0.01,0.838,0.782,0.883,0.83,0.902
7,entropy,random,,5,10,0.0,0.851,0.785,0.919,0.847,0.941
7,entropy,random,,5,10,0.001,0.853,0.802,0.891,0.844,0.931
7,entropy,random,,5,10,0.01,0.819,0.756,0.88,0.813,0.901
7,entropy,random,0.8,1,2,0.0,0.854,0.797,0.904,0.847,0.939
7,entropy,random,0.8,1,2,0.001,0.851,0.804,0.881,0.841,0.929
7,entropy,random,0.8,1,2,0.01,0.815,0.745,0.892,0.812,0.902
7,entropy,random,0.8,2,4,0.0,0.851,0.788,0.915,0.846,0.939
7,entropy,random,0.8,2,4,0.001,0.844,0.776,0.915,0.84,0.93
7,entropy,random,0.8,2,4,0.01,0.829,0.776,0.869,0.82,0.892
7,entropy,random,0.8,3,6,0.0,0.856,0.799,0.908,0.85,0.939
7,entropy,random,0.8,3,6,0.001,0.855,0.797,0.907,0.848,0.931
7,entropy,random,0.8,3,6,0.01,0.841,0.842,0.794,0.818,0.898
7,entropy,random,0.8,4,8,0.0,0.85,0.793,0.901,0.843,0.935
7,entropy,random,0.8,4,8,0.001,0.849,0.792,0.9,0.843,0.929
7,entropy,random,0.8,4,8,0.01,0.79,0.706,0.911,0.796,0.882
7,entropy,random,0.8,5,10,0.0,0.859,0.816,0.885,0.849,0.939
7,entropy,random,0.8,5,10,0.001,0.853,0.8,0.895,0.845,0.932
7,entropy,random,0.8,5,10,0.01,0.807,0.723,0.922,0.81,0.896
7,entropy,random,0.7,1,2,0.0,0.848,0.783,0.915,0.844,0.936
7,entropy,random,0.7,1,2,0.001,0.854,0.808,0.884,0.844,0.928
7,entropy,random,0.7,1,2,0.01,0.828,0.775,0.868,0.819,0.886
7,entropy,random,0.7,2,4,0.0,0.858,0.815,0.883,0.847,0.936
7,entropy,random,0.7,2,4,0.001,0.859,0.817,0.883,0.849,0.931
7,entropy,random,0.7,2,4,0.01,0.829,0.776,0.869,0.82,0.899
7,entropy,random,0.7,3,6,0.0,0.864,0.82,0.891,0.854,0.939
7,entropy,random,0.7,3,6,0.001,0.851,0.79,0.911,0.846,0.931
7,entropy,random,0.7,3,6,0.01,0.828,0.775,0.868,0.819,0.895
7,entropy,random,0.7,4,8,0.0,0.86,0.81,0.898,0.852,0.938
7,entropy,random,0.7,4,8,0.001,0.86,0.813,0.893,0.851,0.933
7,entropy,random,0.7,4,8,0.01,0.809,0.726,0.919,0.811,0.893
7,entropy,random,0.7,5,10,0.0,0.858,0.805,0.902,0.851,0.938
7,entropy,random,0.7,5,10,0.001,0.841,0.779,0.903,0.836,0.928
7,entropy,random,0.7,5,10,0.01,0.804,0.736,0.877,0.8,0.899
7,entropy,random,0.6,1,2,0.0,0.827,0.752,0.916,0.826,0.929
7,entropy,random,0.6,1,2,0.001,0.847,0.805,0.868,0.835,0.922
7,entropy,random,0.6,1,2,0.01,0.814,0.76,0.855,0.805,0.884
7,entropy,random,0.6,2,4,0.0,0.86,0.828,0.867,0.847,0.928
7,entropy,random,0.6,2,4,0.001,0.852,0.81,0.875,0.841,0.921
7,entropy,random,0.6,2,4,0.01,0.77,0.675,0.939,0.785,0.888
7,entropy,random,0.6,3,6,0.0,0.856,0.814,0.88,0.846,0.933
7,entropy,random,0.6,3,6,0.001,0.858,0.821,0.874,0.847,0.928
7,entropy,random,0.6,3,6,0.01,0.823,0.771,0.862,0.814,0.887
7,entropy,random,0.6,4,8,0.0,0.849,0.792,0.899,0.842,0.935
7,entropy,random,0.6,4,8,0.001,0.833,0.761,0.915,0.831,0.925
7,entropy,random,0.6,4,8,0.01,0.829,0.801,0.824,0.812,0.885
7,entropy,random,0.6,5,10,0.0,0.831,0.759,0.912,0.829,0.931
7,entropy,random,0.6,5,10,0.001,0.849,0.796,0.892,0.841,0.927
7,entropy,random,0.6,5,10,0.01,0.831,0.8,0.831,0.815,0.905
7,entropy,random,0.5,1,2,0.0,0.839,0.779,0.895,0.833,0.925
7,entropy,random,0.5,1,2,0.001,0.844,0.797,0.875,0.835,0.918
7,entropy,random,0.5,1,2,0.01,0.812,0.742,0.888,0.808,0.88
7,entropy,random,0.5,2,4,0.0,0.839,0.777,0.899,0.834,0.929
7,entropy,random,0.5,2,4,0.001,0.838,0.767,0.916,0.835,0.919
7,entropy,random,0.5,2,4,0.01,0.815,0.749,0.884,0.811,0.899
7,entropy,random,0.5,3,6,0.0,0.821,0.749,0.905,0.82,0.922
7,entropy,random,0.5,3,6,0.001,0.84,0.793,0.868,0.829,0.92
7,entropy,random,0.5,3,6,0.01,0.833,0.799,0.838,0.818,0.901
7,entropy,random,0.5,4,8,0.0,0.85,0.786,0.913,0.845,0.935
7,entropy,random,0.5,4,8,0.001,0.856,0.812,0.884,0.846,0.928
7,entropy,random,0.5,4,8,0.01,0.77,0.677,0.931,0.784,0.893
7,entropy,random,0.5,5,10,0.0,0.841,0.773,0.913,0.837,0.93
7,entropy,random,0.5,5,10,0.001,0.834,0.772,0.894,0.829,0.918
7,entropy,random,0.5,5,10,0.01,0.809,0.754,0.85,0.799,0.882
7,log_loss,best,sqrt,1,2,0.0,0.854,0.801,0.897,0.847,0.936
7,log_loss,best,sqrt,1,2,0.001,0.845,0.79,0.89,0.837,0.92
7,log_loss,best,sqrt,1,2,0.01,0.798,0.73,0.873,0.795,0.883
7,log_loss,best,sqrt,2,4,0.0,0.853,0.804,0.889,0.844,0.933
7,log_loss,best,sqrt,2,4,0.001,0.831,0.773,0.883,0.824,0.917
7,log_loss,best,sqrt,2,4,0.01,0.805,0.75,0.849,0.796,0.88
7,log_loss,best,sqrt,3,6,0.0,0.849,0.787,0.908,0.843,0.935
7,log_loss,best,sqrt,3,6,0.001,0.836,0.8,0.844,0.822,0.917
7,log_loss,best,sqrt,3,6,0.01,0.769,0.685,0.899,0.777,0.87
7,log_loss,best,sqrt,4,8,0.0,0.846,0.79,0.896,0.839,0.931
7,log_loss,best,sqrt,4,8,0.001,0.822,0.758,0.887,0.817,0.912
7,log_loss,best,sqrt,4,8,0.01,0.769,0.672,0.945,0.785,0.874
7,log_loss,best,sqrt,5,10,0.0,0.85,0.793,0.902,0.844,0.935
7,log_loss,best,sqrt,5,10,0.001,0.845,0.79,0.891,0.838,0.922
7,log_loss,best,sqrt,5,10,0.01,0.786,0.699,0.915,0.793,0.897
7,log_loss,best,log2,1,2,0.0,0.848,0.789,0.902,0.842,0.934
7,log_loss,best,log2,1,2,0.001,0.841,0.777,0.907,0.837,0.928
7,log_loss,best,log2,1,2,0.01,0.812,0.736,0.904,0.812,0.89
7,log_loss,best,log2,2,4,0.0,0.847,0.79,0.898,0.841,0.93
7,log_loss,best,log2,2,4,0.001,0.847,0.791,0.894,0.839,0.927
7,log_loss,best,log2,2,4,0.01,0.809,0.754,0.85,0.799,0.896
7,log_loss,best,log2,3,6,0.0,0.841,0.779,0.902,0.836,0.931
7,log_loss,best,log2,3,6,0.001,0.825,0.747,0.922,0.825,0.922
7,log_loss,best,log2,3,6,0.01,0.803,0.765,0.809,0.787,0.884
7,log_loss,best,log2,4,8,0.0,0.86,0.813,0.893,0.851,0.935
7,log_loss,best,log2,4,8,0.001,0.835,0.769,0.902,0.83,0.924
7,log_loss,best,log2,4,8,0.01,0.801,0.719,0.912,0.804,0.874
7,log_loss,best,log2,5,10,0.0,0.849,0.787,0.908,0.843,0.934
7,log_loss,best,log2,5,10,0.001,0.838,0.772,0.907,0.834,0.921
7,log_loss,best,log2,5,10,0.01,0.803,0.73,0.889,0.801,0.884
7,log_loss,best,,1,2,0.0,0.862,0.804,0.915,0.856,0.945
7,log_loss,best,,1,2,0.001,0.852,0.789,0.915,0.847,0.937
7,log_loss,best,,1,2,0.01,0.837,0.78,0.886,0.83,0.902
7,log_loss,best,,2,4,0.0,0.862,0.804,0.915,0.856,0.945
7,log_loss,best,,2,4,0.001,0.852,0.789,0.915,0.847,0.937
7,log_loss,best,,2,4,0.01,0.837,0.78,0.886,0.83,0.902
7,log_loss,best,,3,6,0.0,0.862,0.804,0.915,0.856,0.945
7,log_loss,best,,3,6,0.001,0.852,0.789,0.915,0.847,0.937
7,log_loss,best,,3,6,0.01,0.837,0.78,0.886,0.83,0.902
7,log_loss,best,,4,8,0.0,0.862,0.804,0.915,0.856,0.945
7,log_loss,best,,4,8,0.001,0.852,0.789,0.915,0.847,0.937
7,log_loss,best,,4,8,0.01,0.837,0.78,0.886,0.83,0.902
7,log_loss,best,,5,10,0.0,0.862,0.804,0.915,0.856,0.945
7,log_loss,best,,5,10,0.001,0.852,0.789,0.915,0.847,0.937
7,log_loss,best,,5,10,0.01,0.837,0.78,0.886,0.83,0.902
7,log_loss,best,0.8,1,2,0.0,0.864,0.814,0.902,0.856,0.944
7,log_loss,best,0.8,1,2,0.001,0.855,0.798,0.907,0.849,0.936
7,log_loss,best,0.8,1,2,0.01,0.837,0.78,0.886,0.83,0.902
7,log_loss,best,0.8,2,4,0.0,0.865,0.813,0.907,0.857,0.944
7,log_loss,best,0.8,2,4,0.001,0.858,0.805,0.903,0.851,0.936
7,log_loss,best,0.8,2,4,0.01,0.837,0.78,0.886,0.83,0.902
7,log_loss,best,0.8,3,6,0.0,0.867,0.82,0.901,0.859,0.944
7,log_loss,best,0.8,3,6,0.001,0.85,0.785,0.916,0.845,0.937
7,log_loss,best,0.8,3,6,0.01,0.837,0.78,0.886,0.83,0.902
7,log_loss,best,0.8,4,8,0.0,0.864,0.81,0.909,0.857,0.944
7,log_loss,best,0.8,4,8,0.001,0.85,0.784,0.919,0.846,0.936
7,log_loss,best,0.8,4,8,0.01,0.832,0.767,0.898,0.827,0.902
7,log_loss,best,0.8,5,10,0.0,0.866,0.821,0.897,0.857,0.944
7,log_loss,best,0.8,5,10,0.001,0.852,0.789,0.915,0.847,0.937
7,log_loss,best,0.8,5,10,0.01,0.837,0.78,0.886,0.83,0.911
7,log_loss,best,0.7,1,2,0.0,0.868,0.823,0.897,0.858,0.944
7,log_loss,best,0.7,1,2,0.001,0.852,0.787,0.918,0.848,0.935
7,log_loss,best,0.7,1,2,0.01,0.829,0.776,0.869,0.82,0.897
7,log_loss,best,0.7,2,4,0.0,0.864,0.81,0.91,0.857,0.944
7,log_loss,best,0.7,2,4,0.001,0.851,0.791,0.907,0.845,0.935
7,log_loss,best,0.7,2,4,0.01,0.832,0.767,0.898,0.827,0.909
7,log_loss,best,0.7,3,6,0.0,0.861,0.802,0.916,0.855,0.944
7,log_loss,best,0.7,3,6,0.001,0.855,0.797,0.909,0.849,0.936
7,log_loss,best,0.7,3,6,0.01,0.834,0.777,0.885,0.827,0.901
7,log_loss,best,0.7,4,8,0.0,0.862,0.805,0.912,0.855,0.943
7,log_loss,best,0.7,4,8,0.001,0.854,0.792,0.914,0.849,0.936
7,log_loss,best,0.7,4,8,0.01,0.829,0.776,0.869,0.82,0.905
7,log_loss,best,0.7,5,10,0.0,0.868,0.825,0.895,0.859,0.944
7,log_loss,best,0.7,5,10,0.001,0.857,0.806,0.897,0.849,0.936
7,log_loss,best,0.7,5,10,0.01,0.837,0.78,0.886,0.83,0.902
7,log_loss,best,0.6,1,2,0.0,0.866,0.818,0.9,0.857,0.943
7,log_loss,best,0.6,1,2,0.001,0.855,0.807,0.89,0.847,0.934
7,log_loss,best,0.6,1,2,0.01,0.847,0.834,0.821,0.828,0.904
7,log_loss,best,0.6,2,4,0.0,0.859,0.806,0.904,0.852,0.941
7,log_loss,best,0.6,2,4,0.001,0.851,0.787,0.915,0.846,0.935
7,log_loss,best,0.6,2,4,0.01,0.831,0.8,0.831,0.815,0.897
7,log_loss,best,0.6,3,6,0.0,0.86,0.801,0.916,0.854,0.944
7,log_loss,best,0.6,3,6,0.001,0.849,0.788,0.908,0.844,0.935
7,log_loss,best,0.6,3,6,0.01,0.854,0.824,0.858,0.841,0.91
7,log_loss,best,0.6,4,8,0.0,0.861,0.803,0.914,0.855,0.943
7,log_loss,best,0.6,4,8,0.001,0.85,0.787,0.912,0.845,0.935
7,log_loss,best,0.6,4,8,0.01,0.812,0.736,0.904,0.812,0.898
7,log_loss,best,0.6,5,10,0.0,0.86,0.803,0.911,0.854,0.943
7,log_loss,best,0.6,5,10,0.001,0.85,0.785,0.916,0.845,0.936
7,log_loss,best,0.6,5,10,0.01,0.834,0.777,0.885,0.827,0.9
7,log_loss,best,0.5,1,2,0.0,0.861,0.805,0.911,0.855,0.942
7,log_loss,best,0.5,1,2,0.001,0.842,0.766,0.932,0.841,0.936
7,log_loss,best,0.5,1,2,0.01,0.837,0.78,0.886,0.83,0.899
7,log_loss,best,0.5,2,4,0.0,0.855,0.793,0.914,0.849,0.942
7,log_loss,best,0.5,2,4,0.001,0.858,0.804,0.902,0.85,0.934
7,log_loss,best,0.5,2,4,0.01,0.837,0.775,0.898,0.832,0.905
7,log_loss,best,0.5,3,6,0.0,0.864,0.818,0.895,0.855,0.941
7,log_loss,best,0.5,3,6,0.001,0.854,0.8,0.898,0.846,0.934
7,log_loss,best,0.5,3,6,0.01,0.831,0.8,0.831,0.815,0.903
7,log_loss,best,0.5,4,8,0.0,0.863,0.811,0.905,0.855,0.942
7,log_loss,best,0.5,4,8,0.001,0.86,0.82,0.881,0.849,0.933
7,log_loss,best,0.5,4,8,0.01,0.795,0.713,0.907,0.799,0.895
7,log_loss,best,0.5,5,10,0.0,0.863,0.807,0.912,0.856,0.94
7,log_loss,best,0.5,5,10,0.001,0.851,0.791,0.908,0.846,0.934
7,log_loss,best,0.5,5,10,0.01,0.829,0.776,0.869,0.82,0.897
7,log_loss,random,sqrt,1,2,0.0,0.832,0.761,0.909,0.829,0.917
7,log_loss,random,sqrt,1,2,0.001,0.848,0.813,0.859,0.835,0.918
7,log_loss,random,sqrt,1,2,0.01,0.746,0.649,0.942,0.769,0.876
7,log_loss,random,sqrt,2,4,0.0,0.829,0.769,0.883,0.822,0.904
7,log_loss,random,sqrt,2,4,0.001,0.816,0.733,0.925,0.818,0.923
7,log_loss,random,sqrt,2,4,0.01,0.751,0.651,0.957,0.775,0.887
7,log_loss,random,sqrt,3,6,0.0,0.831,0.771,0.885,0.824,0.918
7,log_loss,random,sqrt,3,6,0.001,0.823,0.764,0.874,0.816,0.9
7,log_loss,random,sqrt,3,6,0.01,0.832,0.792,0.848,0.819,0.902
7,log_loss,random,sqrt,4,8,0.0,0.816,0.747,0.893,0.813,0.91
7,log_loss,random,sqrt,4,8,0.001,0.836,0.786,0.87,0.826,0.915
7,log_loss,random,sqrt,4,8,0.01,0.785,0.707,0.889,0.788,0.878
7,log_loss,random,sqrt,5,10,0.0,0.83,0.789,0.847,0.817,0.905
7,log_loss,random,sqrt,5,10,0.001,0.829,0.766,0.889,0.823,0.911
7,log_loss,random,sqrt,5,10,0.01,0.818,0.793,0.805,0.799,0.841
7,log_loss,random,log2,1,2,0.0,0.82,0.749,0.898,0.817,0.916
7,log_loss,random,log2,1,2,0.001,0.821,0.784,0.83,0.806,0.89
7,log_loss,random,log2,1,2,0.01,0.789,0.703,0.917,0.796,0.884
7,log_loss,random,log2,2,4,0.0,0.824,0.745,0.922,0.824,0.922
7,log_loss,random,log2,2,4,0.001,0.783,0.691,0.935,0.794,0.886
7,log_loss,random,log2,2,4,0.01,0.783,0.713,0.864,0.781,0.868
7,log_loss,random,log2,3,6,0.0,0.818,0.746,0.901,0.816,0.903
7,log_loss,random,log2,3,6,0.001,0.832,0.762,0.908,0.829,0.92
7,log_loss,random,log2,3,6,0.01,0.79,0.72,0.869,0.787,0.886
7,log_loss,random,log2,4,8,0.0,0.846,0.787,0.9,0.84,0.926
7,log_loss,random,log2,4,8,0.001,0.832,0.762,0.909,0.829,0.912
7,log_loss,random,log2,4,8,0.01,0.802,0.741,0.857,0.795,0.877
7,log_loss,random,log2,5,10,0.0,0.82,0.754,0.889,0.816,0.909
7,log_loss,random,log2,5,10,0.001,0.835,0.788,0.865,0.825,0.908
7,log_loss,random,log2,5,10,0.01,0.795,0.745,0.823,0.782,0.856
7,log_loss,random,,1,2,0.0,0.859,0.801,0.912,0.853,0.941
7,log_loss,random,,1,2,0.001,0.856,0.804,0.898,0.848,0.933
7,log_loss,random,,1,2,0.01,0.809,0.761,0.837,0.797,0.891
7,log_loss,random,,2,4,0.0,0.853,0.793,0.909,0.847,0.941
7,log_loss,random,,2,4,0.001,0.849,0.799,0.886,0.84,0.93
7,log_loss,random,,2,4,0.01,0.832,0.767,0.898,0.827,0.901
7,log_loss,random,,3,6,0.0,0.863,0.811,0.907,0.856,0.941
7,log_loss,random,,3,6,0.001,0.854,0.799,0.899,0.846,0.932
7,log_loss,random,,3,6,0.01,0.846,0.82,0.841,0.83,0.902
7,log_loss,random,,4,8,0.0,0.856,0.801,0.904,0.849,0.939
7,log_loss,random,,4,8,0.001,0.851,0.79,0.91,0.846,0.932
7,log_loss,random,,4,8,0.01,0.837,0.789,0.868,0.827,0.901
7,log_loss,random,,5,10,0.0,0.863,0.814,0.899,0.854,0.938
7,log_loss,random,,5,10,0.001,0.843,0.77,0.926,0.841,0.933
7,log_loss,random,,5,10,0.01,0.823,0.762,0.879,0.816,0.891
7,log_loss,random,0.8,1,2,0.0,0.856,0.797,0.91,0.85,0.938
7,log_loss,random,0.8,1,2,0.001,0.855,0.807,0.89,0.846,0.933
7,log_loss,random,0.8,1,2,0.01,0.829,0.776,0.869,0.82,0.9
7,log_loss,random,0.8,2,4,0.0,0.854,0.796,0.906,0.847,0.939
7,log_loss,random,0.8,2,4,0.001,0.851,0.795,0.898,0.844,0.928
7,log_loss,random,0.8,2,4,0.01,0.83,0.79,0.845,0.817,0.888
7,log_loss,random,0.8,3,6,0.0,0.851,0.784,0.921,0.847,0.938
7,log_loss,random,0.8,3,6,0.001,0.853,0.797,0.901,0.846,0.93
7,log_loss,random,0.8,3,6,0.01,0.836,0.777,0.888,0.829,0.904
7,log_loss,random,0.8,4,8,0.0,0.853,0.795,0.904,0.846,0.934
7,log_loss,random,0.8,4,8,0.001,0.848,0.784,0.914,0.844,0.932
7,log_loss,random,0.8,4,8,0.01,0.788,0.695,0.942,0.8,0.892
7,log_loss,random,0.8,5,10,0.0,0.86,0.809,0.9,0.852,0.938
7,log_loss,random,0.8,5,10,0.001,0.852,0.794,0.903,0.845,0.929
7,log_loss,random,0.8,5,10,0.01,0.828,0.781,0.858,0.818,0.898
7,log_loss,random,0.7,1,2,0.0,0.852,0.794,0.903,0.845,0.937
7,log_loss,random,0.7,1,2,0.001,0.86,0.825,0.871,0.848,0.928
7,log_loss,random,0.7,1,2,0.01,0.838,0.795,0.86,0.826,0.894
7,log_loss,random,0.7,2,4,0.0,0.854,0.803,0.894,0.846,0.932
7,log_loss,random,0.7,2,4,0.001,0.848,0.793,0.896,0.841,0.93
7,log_loss,random,0.7,2,4,0.01,0.829,0.776,0.869,0.82,0.894
7,log_loss,random,0.7,3,6,0.0,0.856,0.799,0.907,0.849,0.937
7,log_loss,random,0.7,3,6,0.001,0.855,0.809,0.887,0.846,0.932
7,log_loss,random,0.7,3,6,0.01,0.829,0.771,0.881,0.822,0.907
7,log_loss,random,0.7,4,8,0.0,0.858,0.813,0.887,0.848,0.935
7,log_loss,random,0.7,4,8,0.001,0.85,0.813,0.865,0.838,0.921
7,log_loss,random,0.7,4,8,0.01,0.787,0.705,0.903,0.791,0.889
7,log_loss,random,0.7,5,10,0.0,0.853,0.805,0.886,0.844,0.936
7,log_loss,random,0.7,5,10,0.001,0.852,0.798,0.896,0.845,0.929
7,log_loss,random,0.7,5,10,0.01,0.838,0.789,0.871,0.828,0.902
7,log_loss,random,0.6,1,2,0.0,0.853,0.801,0.894,0.845,0.932
7,log_loss,random,0.6,1,2,0.001,0.833,0.761,0.915,0.831,0.924
7,log_loss,random,0.6,1,2,0.01,0.803,0.734,0.878,0.8,0.882
7,log_loss,random,0.6,2,4,0.0,0.858,0.824,0.868,0.846,0.931
7,log_loss,random,0.6,2,4,0.001,0.848,0.79,0.899,0.841,0.926
7,log_loss,random,0.6,2,4,0.01,0.832,0.772,0.886,0.825,0.889
7,log_loss,random,0.6,3,6,0.0,0.856,0.809,0.888,0.846,0.931
7,log_loss,random,0.6,3,6,0.001,0.848,0.792,0.896,0.841,0.925
7,log_loss,random,0.6,3,6,0.01,0.812,0.734,0.911,0.813,0.893
7,log_loss,random,0.6,4,8,0.0,0.845,0.776,0.918,0.841,0.935
7,log_loss,random,0.6,4,8,0.001,0.851,0.792,0.906,0.845,0.931
7,log_loss,random,0.6,4,8,0.01,0.814,0.762,0.852,0.805,0.891
7,log_loss,random,0.6,5,10,0.0,0.857,0.807,0.895,0.848,0.936
7,log_loss,random,0.6,5,10,0.001,0.839,0.773,0.907,0.835,0.928
7,log_loss,random,0.6,5,10,0.01,0.814,0.749,0.878,0.808,0.899
7,log_loss,random,0.5,1,2,0.0,0.855,0.816,0.871,0.843,0.934
7,log_loss,random,0.5,1,2,0.001,0.828,0.756,0.91,0.826,0.921
7,log_loss,random,0.5,1,2,0.01,0.819,0.757,0.878,0.813,0.899
7,log_loss,random,0.5,2,4,0.0,0.859,0.811,0.893,0.85,0.934
7,log_loss,random,0.5,2,4,0.001,0.842,0.79,0.881,0.833,0.919
7,log_loss,random,0.5,2,4,0.01,0.806,0.761,0.828,0.793,0.867
7,log_loss,random,0.5,3,6,0.0,0.849,0.802,0.879,0.839,0.927
7,log_loss,random,0.5,3,6,0.001,0.858,0.827,0.863,0.845,0.928
7,log_loss,random,0.5,3,6,0.01,0.798,0.708,0.934,0.806,0.893
7,log_loss,random,0.5,4,8,0.0,0.845,0.78,0.913,0.841,0.933
7,log_loss,random,0.5,4,8,0.001,0.846,0.79,0.895,0.839,0.922
7,log_loss,random,0.5,4,8,0.01,0.821,0.745,0.912,0.82,0.895
7,log_loss,random,0.5,5,10,0.0,0.847,0.786,0.903,0.841,0.931
7,log_loss,random,0.5,5,10,0.001,0.854,0.799,0.9,0.846,0.924
7,log_loss,random,0.5,5,10,0.01,0.796,0.717,0.9,0.798,0.894
9,gini,best,sqrt,1,2,0.0,0.857,0.815,0.88,0.846,0.934
9,gini,best,sqrt,1,2,0.001,0.851,0.804,0.881,0.841,0.918
9,gini,best,sqrt,1,2,0.01,0.813,0.756,0.859,0.804,0.847
9,gini,best,sqrt,2,4,0.0,0.859,0.806,0.902,0.851,0.939
9,gini,best,sqrt,2,4,0.001,0.838,0.771,0.907,0.833,0.91
9,gini,best,sqrt,2,4,0.01,0.817,0.782,0.821,0.801,0.856
9,gini,best,sqrt,3,6,0.0,0.862,0.814,0.896,0.853,0.94
9,gini,best,sqrt,3,6,0.001,0.826,0.75,0.917,0.825,0.913
9,gini,best,sqrt,3,6,0.01,0.768,0.677,0.921,0.781,0.845
9,gini,best,sqrt,4,8,0.0,0.861,0.811,0.899,0.853,0.94
9,gini,best,sqrt,4,8,0.001,0.839,0.776,0.902,0.834,0.92
9,gini,best,sqrt,4,8,0.01,0.798,0.714,0.915,0.802,0.846
9,gini,best,sqrt,5,10,0.0,0.861,0.805,0.91,0.854,0.94
9,gini,best,sqrt,5,10,0.001,0.823,0.746,0.918,0.823,0.914
9,gini,best,sqrt,5,10,0.01,0.778,0.816,0.65,0.724,0.785
9,gini,best,log2,1,2,0.0,0.857,0.807,0.895,0.848,0.939
9,gini,best,log2,1,2,0.001,0.829,0.752,0.923,0.829,0.909
9,gini,best,log2,1,2,0.01,0.796,0.728,0.867,0.792,0.827
9,gini,best,log2,2,4,0.0,0.864,0.814,0.902,0.856,0.942
